method,algorithm,k,seed,silhouette
MDS,KMeans,6,6731,0.40790635382020746
MDS,GMM,6,6731,0.40913788433785137
MDS,Agglomerative,6,6731,0.37734447047863395
MDS,Spectral,6,6731,0.1986345988844748
PCA,KMeans,4,3970,0.4863809316534468
PCA,GMM,4,3970,0.10630886691310956
PCA,Agglomerative,4,3970,0.48765134424796924
PCA,Spectral,4,3970,0.35808749973959464
PCA,KMeans,5,3970,0.5281900232358612
PCA,GMM,5,3970,0.3139283510831534
PCA,Agglomerative,5,3970,0.5521963523374787
PCA,Spectral,5,3970,0.3193613881228527
PCA,KMeans,6,3970,0.5680426055994776
PCA,GMM,6,3970,0.3450114327451788
PCA,Agglomerative,6,3970,0.5639881437960454
PCA,Spectral,6,3970,0.2875621523225612
UMAP,KMeans,4,3970,0.4629520773887634
UMAP,GMM,4,3970,0.39533913135528564
UMAP,Agglomerative,4,3970,0.43965595960617065
UMAP,Spectral,4,3970,0.46468791365623474
UMAP,KMeans,5,3970,0.43943050503730774
UMAP,GMM,5,3970,0.3213845491409302
UMAP,Agglomerative,5,3970,0.4235953390598297
UMAP,Spectral,5,3970,0.41707828640937805
UMAP,KMeans,6,3970,0.42561638355255127
UMAP,GMM,6,3970,0.3805537223815918
UMAP,Agglomerative,6,3970,0.40291303396224976
UMAP,Spectral,6,3970,0.41403070092201233
MDS,KMeans,4,3970,0.38714554863063727
MDS,GMM,4,3970,0.3846959065223566
MDS,Agglomerative,4,3970,0.38846732037273846
MDS,Spectral,4,3970,0.2677729017066048
MDS,KMeans,5,3970,0.4144004684441335
MDS,GMM,5,3970,0.3919478618087153
MDS,Agglomerative,5,3970,0.40949267579897136
MDS,Spectral,5,3970,0.2612576024984509
MDS,KMeans,6,3970,0.40154403635405694
MDS,GMM,6,3970,0.40546143378471194
MDS,Agglomerative,6,3970,0.41472856659519775
MDS,Spectral,6,3970,0.24614301852275186
